"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"22.12.2017","1.493,93","1.488,32","1.494,01","1.486,15","-","0,38%"
"21.12.2017","1.488,32","1.481,49","1.488,33","1.478,87","-","0,46%"
"20.12.2017","1.481,49","1.475,94","1.481,49","1.470,61","-","0,38%"
"19.12.2017","1.475,94","1.474,59","1.481,32","1.474,21","-","0,09%"
"18.12.2017","1.474,59","1.465,02","1.474,59","1.462,46","-","0,65%"
"15.12.2017","1.465,02","1.475,39","1.475,39","1.455,51","-","-0,70%"
"14.12.2017","1.475,39","1.472,75","1.475,64","1.465,67","-","0,18%"
"13.12.2017","1.472,75","1.470,10","1.476,15","1.468,17","-","0,18%"
"12.12.2017","1.470,10","1.470,12","1.470,12","1.458,00","-","-0,00%"
"11.12.2017","1.470,12","1.449,35","1.470,12","1.449,35","-","1,43%"
"07.12.2017","1.449,35","1.446,21","1.453,73","1.445,92","-","0,22%"
"06.12.2017","1.446,21","1.447,47","1.450,03","1.441,36","-","-0,09%"
"05.12.2017","1.447,47","1.446,11","1.448,37","1.439,89","-","0,09%"
"04.12.2017","1.446,11","1.449,85","1.449,85","1.441,73","-","-0,26%"
"01.12.2017","1.449,85","1.445,23","1.450,78","1.442,78","-","0,32%"
"30.11.2017","1.445,23","1.449,52","1.450,68","1.442,74","-","-0,30%"
"29.11.2017","1.449,52","1.446,91","1.451,11","1.445,25","-","0,18%"
"28.11.2017","1.446,91","1.446,35","1.447,39","1.439,09","-","0,04%"
"27.11.2017","1.446,35","1.449,66","1.449,97","1.441,96","-","-0,23%"
"24.11.2017","1.449,66","1.450,92","1.453,03","1.446,77","-","-0,09%"
"23.11.2017","1.450,92","1.451,49","1.452,36","1.446,58","-","-0,04%"
"22.11.2017","1.451,49","1.448,48","1.452,85","1.448,05","-","0,21%"
"21.11.2017","1.448,48","1.446,28","1.454,04","1.444,45","-","0,15%"
"20.11.2017","1.446,28","1.443,55","1.446,34","1.434,01","-","0,19%"
"17.11.2017","1.443,55","1.436,59","1.444,08","1.436,47","-","0,48%"
"16.11.2017","1.436,59","1.430,64","1.439,33","1.429,74","-","0,42%"
"15.11.2017","1.430,64","1.425,18","1.436,41","1.418,47","-","0,38%"
"14.11.2017","1.425,18","1.434,36","1.434,36","1.423,16","-","-0,64%"
"10.11.2017","1.434,36","1.440,38","1.441,34","1.433,31","-","-0,42%"
"09.11.2017","1.440,38","1.434,78","1.446,45","1.434,47","-","0,39%"
"08.11.2017","1.434,78","1.435,12","1.438,28","1.427,46","-","-0,02%"
"07.11.2017","1.435,12","1.418,58","1.435,12","1.418,45","-","1,17%"
"03.11.2017","1.418,58","1.425,88","1.425,88","1.414,59","-","-0,51%"
"02.11.2017","1.425,88","1.439,81","1.442,27","1.422,46","-","-0,97%"
"01.11.2017","1.439,81","1.424,58","1.442,52","1.424,58","-","1,07%"
"31.10.2017","1.424,58","1.437,16","1.437,68","1.423,36","-","-0,88%"
"30.10.2017","1.437,16","1.445,07","1.450,00","1.431,57","-","-0,55%"
"27.10.2017","1.445,07","1.471,17","1.471,17","1.444,61","-","-1,77%"
"26.10.2017","1.471,17","1.469,71","1.478,83","1.467,49","-","0,10%"
"25.10.2017","1.469,71","1.460,35","1.469,74","1.457,15","-","0,64%"
"24.10.2017","1.460,35","1.460,36","1.465,85","1.460,19","-","-0,00%"
"23.10.2017","1.460,36","1.464,99","1.470,53","1.459,82","-","-0,32%"
"20.10.2017","1.464,99","1.469,15","1.473,03","1.464,92","-","-0,28%"
"19.10.2017","1.469,15","1.478,76","1.478,76","1.469,15","-","-0,65%"
"18.10.2017","1.478,76","1.480,99","1.482,62","1.477,71","-","-0,15%"
"17.10.2017","1.480,99","1.486,35","1.486,35","1.477,40","-","-0,36%"
"13.10.2017","1.486,35","1.484,69","1.486,35","1.480,82","-","0,11%"
"12.10.2017","1.484,69","1.483,70","1.485,03","1.479,79","-","0,07%"
"11.10.2017","1.483,70","1.486,06","1.486,06","1.479,48","-","-0,16%"
"10.10.2017","1.486,06","1.484,05","1.487,03","1.482,10","-","0,14%"
"09.10.2017","1.484,05","1.491,47","1.491,47","1.483,85","-","-0,50%"
"06.10.2017","1.491,47","1.486,71","1.491,47","1.481,80","-","0,32%"
"05.10.2017","1.486,71","1.484,12","1.490,16","1.482,88","-","0,17%"
"04.10.2017","1.484,12","1.487,92","1.488,15","1.479,32","-","-0,26%"
"03.10.2017","1.487,92","1.487,54","1.488,95","1.485,01","-","0,03%"
"02.10.2017","1.487,54","1.487,52","1.487,59","1.483,01","-","0,00%"
"29.09.2017","1.487,52","1.486,62","1.487,52","1.481,41","-","0,06%"
"28.09.2017","1.486,62","1.487,26","1.489,12","1.486,23","-","-0,04%"
"27.09.2017","1.487,26","1.481,21","1.487,71","1.480,96","-","0,41%"
"26.09.2017","1.481,21","1.482,80","1.483,20","1.477,03","-","-0,11%"
"25.09.2017","1.482,80","1.486,15","1.488,91","1.481,63","-","-0,23%"
"22.09.2017","1.486,15","1.483,90","1.489,63","1.481,05","-","0,15%"
"21.09.2017","1.483,90","1.486,49","1.487,58","1.482,95","-","-0,17%"
"20.09.2017","1.486,49","1.495,48","1.495,88","1.483,05","-","-0,60%"
"19.09.2017","1.495,48","1.496,87","1.497,71","1.490,96","-","-0,09%"
"18.09.2017","1.496,87","1.492,96","1.497,82","1.489,62","-","0,26%"
"15.09.2017","1.492,96","1.491,48","1.495,92","1.489,55","-","0,10%"
"14.09.2017","1.491,48","1.491,96","1.491,96","1.486,08","-","-0,03%"
"13.09.2017","1.491,96","1.493,78","1.493,78","1.488,57","-","-0,12%"
"12.09.2017","1.493,78","1.505,09","1.505,09","1.486,87","-","-0,75%"
"11.09.2017","1.505,09","1.499,58","1.505,19","1.498,87","-","0,37%"
"08.09.2017","1.499,58","1.503,45","1.504,77","1.495,53","-","-0,26%"
"07.09.2017","1.503,45","1.507,42","1.507,46","1.501,25","-","-0,26%"
"06.09.2017","1.507,42","1.505,23","1.508,94","1.500,78","-","0,15%"
